total_duration,short_count,med_count,long_count,short_time,med_time,long_time,total_pause_time,pause_ratio,short_rate_pm,med_rate_pm,long_rate_pm,all_rate_pm,pause_p50,pause_p90,pause_p95,pause_std,pause_min,pause_max,max_long_streak,seg_duration_std,rhythm_outliers,wpm_mean,wpm_std,wpm_delta_mean,wpm_delta_std,wpm_cv,wpm_range,gap_clustering,wpm_acceleration,wpm_jerk,pause_pattern_regularity,speech_continuity,pause_spacing_consistency,speaking_efficiency,pause_efficiency,rhythm_regularity,contextual_pause_score,transition_pause_count,emphasis_pause_count,optimal_transition_ratio,optimal_emphasis_ratio,pause_rhythm_consistency,golden_ratio_pauses,pause_entropy,pause_autocorrelation,cognitive_pause_score,memory_retrieval_pauses,confidence_score,optimal_cognitive_pause_ratio,pause_fractal_dimension,pause_spectral_density,pause_trend_analysis,pause_volatility,toastmasters_compliance_score,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,spectral_centroid,spectral_rolloff,spectral_bandwidth,zero_crossing_rate,tempo,pitch_mean,pitch_std,pitch_min,pitch_max,intensity_mean,intensity_std,intensity_min,intensity_max,jitter_local,jitter_rap,jitter_ppq5,shimmer_local,shimmer_apq3,shimmer_apq5,hnr_mean,f1_mean,f2_mean,f3_mean,filename,long_dist_0,long_dist_1,long_dist_2,long_dist_3,long_dist_4,long_dist_5,long_dist_6,long_dist_7,long_dist_8,long_dist_9,long_dist_10,long_dist_11,long_dist_12,long_dist_13,long_dist_14,long_dist_15,long_dist_16,long_dist_17,long_dist_18,long_dist_19,long_dist_20,long_dist_21,long_dist_22,long_dist_23,long_dist_24,long_dist_25,long_dist_26,long_dist_27,long_dist_28,long_dist_29,long_dist_30,long_dist_31,long_dist_32,long_dist_33,long_dist_34,long_dist_35,long_dist_36,long_dist_37,long_dist_38,long_dist_39,long_dist_40,long_dist_41,long_dist_42,long_dist_43,long_dist_44,long_dist_45,long_dist_46,long_dist_47,long_dist_48,long_dist_49,long_dist_50,long_dist_51,long_dist_52,long_dist_53,long_dist_54,long_dist_55,long_dist_56,long_dist_57,long_dist_58,long_dist_59,long_dist_60,long_dist_61,long_dist_62,long_dist_63,long_dist_64,long_dist_65,long_dist_66,long_dist_67,long_dist_68,long_dist_69,long_dist_70,long_dist_71,long_dist_72,long_dist_73,long_dist_74,long_dist_75,long_dist_76,long_dist_77,long_dist_78,long_dist_79,long_dist_80,long_dist_81,long_dist_82,long_dist_83,long_dist_84,long_dist_85,long_dist_86,label
352.438,10,68,17,2.339999999999911,41.159999999999926,21.219999999999967,64.7199999999998,0.18363513582530772,1.7024270935597186,11.576504236206086,2.8941260590515214,16.173057388817327,0.6399999999999864,1.1359999999999961,1.38599999999999,0.3365060165420161,0.13999999999998636,1.6200000000000045,2,2.317890614202552,10,130.77247915208136,28.537213197362476,-0.7739622201492222,43.86820817963424,0.2182203272614816,159.7826086956521,2.0333783412088,-0.6525302608230561,64.40438652380533,0.329665438173301,-0.46153846153846145,0.7482196021738318,0.8163648641746922,0.6812631578947347,0.3013963135853253,0.9473684210526315,0,47,0.0,1.0,0.329665438173301,0.16842105263157894,0.9117636175717196,0.1368541320071874,0.4358974358974359,0,0.8205128205128205,0.4358974358974359,0.5269460674993234,3.1024818360749737,0.004741252476810373,0.5085858130136296,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ielts-listening-0092-cam14-test-3-part-4.wav,1.0599999999999987,0.0,1.0799999999999983,1.5799999999999983,2.1799999999999784,1.3799999999999955,1.0999999999999943,2.8400000000000034,2.419999999999959,2.6999999999999886,3.680000000000007,1.2000000000000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
154.7755625,8,29,0,1.7399999999999967,15.420000000000048,0.0,17.160000000000046,0.11087021570346446,3.101264774922074,11.24208480909252,0.0,14.343349584014593,0.519999999999996,0.6440000000000053,0.7319999999999991,0.18091884624389917,0.10000000000000142,0.9399999999999977,0,1.4304478923887802,6,177.25741432669903,32.675888035071345,4.001940334707734,39.7378908502403,0.18434144579615255,172.45657568238173,2.1609710751544835,0.5018769213919549,48.35483258059613,0.31635847852582066,-0.02777777777777768,0.8467982395070243,0.8891297842965354,0.46378378378378504,0.4114467967536403,1.2027027027027026,0,22,0.0,1.0,0.31635847852582066,0.13513513513513514,0.8681922671712383,0.19226620197493507,0.0,0,1.0,0.0,0.7831703099214304,0.9955405263862059,0.01661599941193345,0.28252826800556097,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,short-stories-0207-209-sport-canada.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconsistent_pace
186.6188125,16,49,1,3.499999999999967,27.54000000000009,1.019999999999996,32.06000000000006,0.1717940413965503,5.144175912061385,15.754038730687991,0.3215109945038366,21.219725637253212,0.4900000000000002,0.7800000000000011,0.8350000000000017,0.2146389541169693,0.10000000000000142,1.019999999999996,1,0.7718452482434519,9,210.99309812866926,40.914166787497216,1.2876012876013008,59.75935868821276,0.1939123466614375,199.23371647509654,1.2458500674369057,-1.640990398879591,87.6793499461761,0.4452656989436779,0.0,0.823289913937422,0.8282059586034497,0.48575757575757667,0.5643833743332645,1.1363636363636365,0,32,0.0,1.0,0.4452656989436779,0.30303030303030304,0.9336918859837898,0.05951507872854059,0.018518518518518517,0,0.9907407407407407,0.018518518518518517,0.6018251704556229,1.568795781898615,0.001631926313642692,0.3131660806710078,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,short-stories-0264-267-etiquette.wav,0.0,0.0,0.0,1.019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
171.859625,14,24,2,2.55999999999999,11.92000000000001,2.760000000000006,17.240000000000006,0.10031442812702522,4.887709955145079,8.378931351677277,0.6982442793064397,13.964885586128796,0.36000000000000654,0.7040000000000007,0.8880000000000023,0.29983161941329695,0.10000000000000142,1.7199999999999998,1,1.2644814663271284,6,181.9866284626004,36.78927523844513,2.8024143877802294,49.333319542451456,0.20215372716795837,199.16142557651938,3.6689877537829956,-4.395314997531262,62.39958739686183,0.2141791867390873,0.04761904761904767,0.7693304156205776,0.8996855718729747,0.43100000000000016,0.4416022011528971,0.65,0,11,0.0,1.0,0.2141791867390873,0.2,0.8079875003465166,0.17522061684212592,0.10526315789473684,0,0.9736842105263158,0.10526315789473684,0.6210896782498623,1.8056273711925257,3.7544399503096666e-05,0.40486391898934165,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,short-stories-0212-214-nike.wav,1.7199999999999998,0.0,1.0400000000000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconsistent_pace
50.259625,4,7,0,0.7399999999999949,2.6200000000000077,0.0,3.3600000000000025,0.06685286649074684,4.775204749339057,8.356608311343349,0.0,13.131813060682406,0.31999999999999984,0.38000000000000256,0.45000000000000284,0.1105657876037161,0.11999999999999744,0.5200000000000031,0,0.4759499921858678,2,189.2201936663663,16.010578738159484,5.450042116240805,15.097281737369897,0.08461347823366777,60.58402123713586,2.2476022779842526,-3.768169751133176,18.053987930473657,0.3079194785577894,-0.22222222222222232,0.9004419289358035,0.9331471335092533,0.3054545454545457,0.6775297302038056,0.13636363636363635,0,1,0.0,1.0,0.3079194785577894,0.09090909090909091,0.9732146334251459,0.13563276515623152,0.0,0,1.0,0.0,0.4550746785383247,0.3439792693245203,0.0887986531124641,0.1736202753136883,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,toeic-0253-short-talk-123.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconsistent_pace
181.685375,20,45,0,4.260000000000055,23.40000000000014,0.0,27.660000000000196,0.1522412026834862,6.604824411431025,14.860854925719806,0.0,21.46567933715083,0.39999999999997726,0.7039999999999993,0.740000000000007,0.19781911527166376,0.11999999999999744,1.0,0,1.6883259188211477,6,161.9196125991789,33.34806075356987,3.7416232315711304,38.02358743195345,0.20595442527472413,174.99999999999997,1.6834792086906658,-1.6956463988539552,46.55394741729727,0.3726505488700708,-0.8571428571428572,0.8348505940925824,0.8477587973165138,0.42553846153846453,0.3719787072686886,0.7307692307692307,0,22,0.0,1.0,0.3726505488700708,0.26153846153846155,0.9438791609574978,0.04225171176739767,0.034482758620689655,0,0.9827586206896551,0.034482758620689655,0.37728094101607357,1.4138502113201357,0.008872933638899285,0.270900552555728,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,short-stories-0250-253-julie-andrews.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
114.9910625,6,24,2,1.3400000000000087,15.60000000000003,2.6999999999999913,19.640000000000033,0.17079588250608635,3.1306780907429217,12.522712362971687,1.043559363580974,16.696949817295582,0.620000000000001,0.8960000000000051,1.1169999999999958,0.2933188325014257,0.11999999999999922,1.4400000000000002,1,1.2358864772362328,4,198.22615113693604,42.376014098046234,3.7811431362970302,61.524672534700905,0.21377610297630498,161.1519607843148,1.0793330503170768,-8.12209965494913,78.95954070979631,0.4809234383339938,-0.23076923076923084,0.7732045454452142,0.8292041174939137,0.613750000000001,0.44724989849936153,1.15625,0,18,0.0,1.0,0.4809234383339938,0.125,0.9032100478590728,0.14617686853275796,0.1,0,0.975,0.1,0.8977279923499923,1.499554247176288,0.009522898973942078,0.42025610347477804,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,short-stories-0159-160-a-small-town.wav,1.4400000000000002,1.259999999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
337.7701875,4,60,13,0.8599999999999852,36.05999999999999,17.220000000000066,54.14000000000004,0.16028649656950567,0.710542282539367,10.658134238090506,2.309262418252943,13.677938938882816,0.6200000000000045,1.200000000000017,1.4519999999999984,0.3452394604323736,0.19999999999998863,1.7399999999999949,1,1.8020572269790667,11,172.45204180587123,29.198768933337774,0.8282520325203061,40.00205425468466,0.16931529848864732,142.87548138639585,2.4116232134281894,-1.4306608437706725,55.193917233490865,0.2931156043445795,-0.013157894736842035,0.7433620774687875,0.8397135034304943,0.7031168831168837,0.35688064839350647,1.0389610389610389,0,40,0.0,1.0,0.2931156043445795,0.12987012987012986,0.8772213437317791,0.262634397539389,0.325,0,0.8625,0.325,0.623524495965532,2.745026470228398,0.0009061656600022255,0.549977272257684,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ielts-listening-0220-cam6-test-3-part-4.wav,2.2,0.0,1.7399999999999949,1.3200000000000074,2.539999999999992,1.4399999999999977,2.2600000000000193,1.200000000000017,1.5,1.5200000000000387,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
44.1991875,0,7,0,0.0,3.5599999999999925,0.0,3.5599999999999925,0.08054446702215945,0.0,9.502437120591866,0.0,9.502437120591866,0.4799999999999969,0.6679999999999986,0.7039999999999993,0.14297138289367753,0.30000000000000004,0.7400000000000002,0,0.8960329235022566,2,146.8355338970444,19.819094419839242,-9.28371018319855,23.294544048076148,0.13497478364968285,66.34826599214541,4.460653913198527,-4.459413733886774,30.885029519075193,0.18312825091935908,0.125,0.8749125437141612,0.9194555329778404,0.5085714285714275,0.5274170018909009,0.8571428571428571,0,3,0.0,1.0,0.18312825091935908,0.14285714285714285,0.9629610647945144,0.21107077003486438,0.0,0,1.0,0.0,0.0,0.3814433608056124,0.10991133669480226,0.21092389359408453,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,toeic-0559-short-talk-279.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inconsistent_pace
30.9430625,3,9,0,0.6199999999999997,4.299999999999997,0.0,4.919999999999996,0.1590017148431897,5.817135908897188,17.451407726691567,0.0,23.268543635588752,0.38000000000000034,0.6160000000000008,0.6289999999999992,0.1556705923844745,0.17999999999999972,0.639999999999997,0,1.0560766824353591,1,214.9054409883594,34.42294858900015,-3.0147662018047376,45.096916587456,0.16017718504793327,116.3682864450129,1.0811930967207914,-19.2988099583323,67.03113116806067,0.4804936176156066,-0.7142857142857142,0.865298473968017,0.8409982851568103,0.4099999999999997,0.4863631831160748,0.5,0,4,0.0,1.0,0.4804936176156066,0.3333333333333333,0.9517961807358445,0.636937985092499,0.0,0,1.0,0.0,0.4702749878828297,0.502114947349739,0.1922641727473895,0.12533591228810234,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,toeic-0373-short-talk-183.wav,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poor_pause_control
