filename,transcription,duration_sec,wpm,label
ielts-listening-0092-cam14-test-3-part-4.wav,"As you all know, the University is planning an arts festival for later this year, and here in the Music Department we've planned three concerts. These will be public performances, and the program has just been finalised. The theme of the festival is links between the UK and Australia, and this is reflected in the music. Each concert will feature both British and Australian composers. I'll tell you briefly about the Australian music, as you probably won't be familiar with that. The first concert will include music by Liza Lim, who was born in Perth, Western Australia in 1966. As a child, Lim originally learned to play the piano, like so many children, and also the violin. But when she was eleven, her teachers encouraged her to start composing. She found this was her real strength, and she studied and later taught composition, both in Australia and in other countries. As a composer, she has received commissions from numerous orchestras, other performers, and festivals in several countries. Liza Lim's compositions are vibrant and full of energy, and she often explores Asian and Australian Aboriginal cultural sources, including the native instrument, the Dijury Do. This is featured in a work called The Compass. Her music is very expressive, so although it is complex, it has the power of connecting with audiences and performers alike. In the festival, we're going to give a semi-staged performance of the Orestire. This is an opera in seven parts, based on the trilogy of Ancient Greek tragedies by Iskolas. Lim composed this when she was in her mid-twenties, and she also wrote the text along with Barry Kosky. It's performed by six singers, a dancer, and an orchestra that, as well as standard orchestral instruments, includes electric guitar and a traditional Turkish stringed instrument. Lim wrote that because the stories in the tragedies are not easy to tell. The sound she creates are also disturbing, and they include breathing, sobbing, laughing, and whistling. The work lasts around 75 minutes, and the rest of the concert will consist of orchestral works by the British composers, Rayf Vaughn Williams, and Frederick Delius. Moving on now to our second concert, this will begin with instrumental music by British composers, Benjamin Britain, and Judith Weir. After the interval, we'll go to Australia for a piece by Ross Edwards, the Tower of Remoteness. According to Edwards, the inspiration for this piece came from nature when he was sitting alone in the dry bed of a creek, overshadowed by the leaves of palm trees, listening to the birds and insects. The Tower of Remoteness is scored for piano and clarinet. Edwards says he realized years after writing the piece that he had subconsciously modeled its opening phrase on a bird call. Ross Edwards was born in 1943 in Sydney, Australia, and studied at the Sydney Conservatorium of Music and the Universities of Adelaide and Sydney. He's well known in Australia, and in fact he's one of the country's most performed composers. He's written a wide range of music from symphonies and concertos to some composed specifically for children. Edwards' music has been described as being deeply connected to Australia, and it can be regarded as a celebration of the diversity of cultures that Australia can be proud of. The last of the three Australian composers to be represented in our festival is Carl Vine. Born in 1954, Vine, like Liza Lim, comes from Perth, Western Australia. He took up the corner at the age of five, switching to the piano five years later. However, he went to university to study physics before changing to composition. After graduating, he moved to Sydney and worked as a freelance pianist and composer. Before long, he had become prominent in Australia as a composer for dance, and in fact has written 25 scores of that type. In our third concert, Vine will be represented by his music for the flag handover ceremony of the Olympics held in 1996. This seven-minute orchestral piece was of course heard by millions of people worldwide, and will hear it alongside works written by British composers Edward Elgar and more recently Thomas Ades.",352.438,117.80795487433252,Ideal
short-stories-0207-209-sport-canada.wav,"Sport Canada. Sport Canada is the name of Canada's federal government program to help support athletes. The purpose of Sport Canada is to develop and encourage Sport, Health and Exercise programs for all Canadians. However, Sport Canada's main emphasis is on high-performance athletes, training for major international athletic competitions, such as the Olympic Games. Sport Canada was created in the 1970s as a response to the perceived need to help athletes train and compete in international sport. Before the 1970s, athletes wishing to train and compete in sport had to support themselves financially. Athletes were either independently wealthy or were supported by family or friends. Unfortunately, many high-calibre athletes without such financial support simply could not afford to train and compete in international competition. Also, before the early 1970s, almost all international sports events were amateur. Amateur rules meant those receiving funds from government programs or corporations were breaking the rules of sport. Athletes receiving money were disqualified from competition. As a result, the amateur rules generally limited training and competition to those athletes who came from wealthier families. Less fortunate athletes, many of whom likely would have performed well for Canada in international competitions, simply could not afford to do so. Sport Canada has been a role model for many government-run sport programs around the world. With its central administrative offices in Canada's capital of Ottawa, Sport Canada efficiently provides administrative, coaching, and financial help for athletes across the country. Athletes can concentrate their efforts full-time on training and competition. As a result, Canada's share of the metal totals in the Olympic Games has risen since the 1970s. Recently, sport Canada's programs have been criticized by some who feel that the program does not provide enough money for athletes. While it does provide financial assistance to athletes, the amount paid is well below Canada's minimum wage. Critics point out that athletes work full-time and perform an important function for the Canadian government and people. As a result of this criticism, the Canadian government has provided more money for athletes. However, the amount is still below the minimum wage level. As a result, the amount paid to athletes is likely to rise in the future. As long as it effectively manages problems such as funding, Sport Canada will continue to provide the Canadian public with international caliber athletes who compete with the very best in the world.",154.7755625,153.90026445550794,Fast
short-stories-0264-267-etiquette.wav,"EDIKIT EDIKIT is a French word. The original meaning was little tickets. These tickets were given to people who were attending a public ceremony. Printed on the ticket were instructions about how to behave on this occasion. So etiquette came to mean the way to behave on public occasions. EDIKIT today includes how to introduce people, how to eat properly, how to dress for different occasions, how to speak to different people, and what to do on special occasions. But every part of social life can have its particular etiquette. Sometimes etiquette changes or seems to change. There was much behavior attached to courtships such as a man holding the door open for a woman. Nowadays, some people find this outdated. But politeness is always a good idea. It is nice to hold the door open for the next person, whoever they are. In fact, it sometimes seems like contemporary life encourages bad manners. It is no longer taught to young people. Moreover, in a youth culture, young people take their examples from other young people. As a result, good manners aren't considered important. The point of etiquette is to help people to get along with each other. If people behave in an accepted manner, there is less chance of misunderstanding. It is important for people to think about treating other people well. If everyone does what they feel like doing, it doesn't seem like they respect other people. People can help things to go a lot smoother. Manors vary from culture to culture, but the intention is the same, to treat people with consideration. This is a way to reduce conflict. Sometimes we can understand where these customs come from. Originally shaking hands with your right hand probably meant that you weren't carrying a weapon. Taking off your hat may originally have been taking off your helmet. This meant that you weren't going to fight. Nowadays there are new areas of social life. For example, a lot of conversation now takes place on the telephone. Perhaps because there is no traditional telephone etiquette, some people feel free to be rude. Try to treat the person on the phone just the way you would treat them if you were actually talking to them. Most people feel it is rude to interrupt a conversation, but many people seem to think that it is okay to interrupt someone talking on the phone. Children especially need to be taught not to interrupt. The internet also needs its own etiquette or netiquette, because you cannot see whom you are talking to, and they may be thousands of miles away, it is easy to misunderstand. Also people cannot hear the tone of your voice over the internet. For this reason some people use smiley's, little faces to show how they are feeling. If they make a joke, they can use a smiling face or print grin after their remark. This tips off the recipient that their remark is not to be taken seriously. Using simple words like please and thank you can make everyday life a lot smoother and happier. Like a lot of other things, we do not realize the importance of etiquette until it starts to disappear.",186.6188125,171.68687106504873,Fast
short-stories-0212-214-nike.wav,"Nike. Nike and its swish corporate symbol are among the most recognized brand names in the world alongside McDonald's, Coca-Cola and Disney. Starting in 1964 as a sports shoe outlet, the company grew to become the market leader in footwear and apparel. Nike has since diversified into a range of activities including sports event promotion. Owned by Phil Knight, Nike has become synonymous with world-class sport, especially through its sponsorship of events and elite athletes such as Michael Jordan and Tiger Woods. Nike has so ever-president in the sports consumer's minds that a survey conducted during the Atlanta Summer Olympic Games in 1996 revealed an extremely high awareness of Nike. Despite the fact that Nike was not an official sponsor of the games, Nike's success has to a great extent, and due to the fact of the company and its swish symbol, have become ubiquitous in consumers' minds. Nike has even run television commercials without even mentioning its own name, being confident enough that the checkmark swish is more than enough to make the company known. Phil Knight has been the main inspiration behind Nike in its corporate direction. A competent, although not elite, middle-distance runner at the University of Oregon, Knight went on to Harvard Business School where the Nike ID emerged out of a paper he developed for a class on entrepreneurship. Knight's former coach, Bill Bowerman, developed lightweight running shoes that became the new company's trademark in the early days. From these modest beginnings, Nike eventually grew to become the sports giant it is today. Ironically, part of Nike's status in the world of competitive sports merchandising has come from the attention it's received by critics. A short article published in the early 1990s in Harper's magazine quickly mushroomed into an international outcry against Nike's practice of placing their factories in underdeveloped countries and paying workers below subsistence wages. Nike quickly responded to the criticisms with a number of tactics to either divert attention away from the criticisms, ones that night, interestingly, at first in night, or by acknowledging the practices but claiming Nike was cleaning up its act. In many cases, Nike has made an effort to create better working conditions for those in underdeveloped countries making shoes and other merchandise. However, the overall effect of Nike's changes is not known and several groups around the world regularly check and often criticize Nike's labor practices. Nike's recent marketing extravaganza's include a $200 million US deal with a Brazilian national soccer federation. It has been rumored that Nike's ego has much to do with Nike's marketing strategies. Some critics have suggested that nights hidden agenda is no less than controlling sports marketing and merchandising throughout the world. Nike's corporate headquarters in Oregon reflect these aspirations. Nike's buildings and surrounding grounds are constructed very much like a religious cathedral only with elite athletes and night himself as the gods.",171.859625,167.92774917319875,Fast
toeic-0253-short-talk-123.wav,"Hello everyone and welcome to today's meeting. We are going to be talking about our marketing strategy in regards to our new novel. This is the second book in a series by Harriet Till, the best young adult author in the United States. We need to make sure we market this book so it is ready to sell. Why is this book so special? Well the first book in the series sold a record number of copies, so we know readers are keen to find out what happens in the second book. We are the only publishing company who can sell this book so we should get creative in our techniques and we are able to take a few risks to ensure a high turnout. For this campaign I want each of you to read the book and present your best marketing campaign next week. Please grab a copy of the book on your way out.",50.259625,186.23298522422323,Fast
short-stories-0250-253-julie-andrews.wav,"Julie Andrews Julie Andrews, born Julia Elizabeth Wells was born in October 1st, 1935. She lived in a small town called Walton on the Thames in England, which is south of London. Her father Ted Wells was a teacher, and mother Barbara was a pianist and piano teacher. She also played piano for her sister's dancing school. Julie learned ballet and tap as a toddler from her aunt Joan Morris. But the time Julie was three, she could read and write. When Julie was four, her parents divorced, and Barbara married Ted Andrews, a performer during the war and an excellent tenor. He soon began giving Julie singing lessons. At seven years of age, Julie had an unbelievable range of four octaves. She soon changed her last name to Andrews, the last name of her stepfather. As she grew older, Julie became one of England's most popular performers. In early childhood, Julie loved to play with her two younger half-brothers, but soon went on to start them. At age 12, Julie was cast in a London play and stopped the show with her remarkable talent. She starred in many different BBC productions during the forties. Later she starred in many Broadway plays such as The Boyfriend, My Fair Lady, and Camelot. It was the latter play that Walt Disney made a special trip to New York to see, and he decided then and there that Julie was perfect for the role of Mary Poppins in the film of the same name. Mary Poppins was the high-spirited magical nanny of Jane and Michael Banks, two small British children. Julie also starred in many other films, such as The Americanization of Emily, Hawaii, Thoroughly Modern Millie, and my personal favorite, The Sound of Music. In this production, she plays Maria, the lively governess of Austrian naval captain George Von Trapp's seven children, Liesel, Frederick, Louisa, Kurt, Brigida, Marta, and Gretel. Another of Julie's talents is writing. Two of her best-known books are the last of the really great Wang Doodles and Mandy. Julie also has five children, a daughter, Emma Kate Walton from her marriage to Tony Walton, four children from her second marriage to Blake Edwards, two of whom were from Blake's previous marriage, Jennifer and Jeffrey, and two who were adopted from Vietnam, Amy and Joanna. In 1998, Tragedy struck Julie. She lost her extraordinary talent for singing due to surgery on her throat in order to remove a benign tumor. A year later, she made an attempt to sing again, however, her voice will never be the same. Julie has recently been on Britain's Royal Honor list and is now a Dame.",181.685375,146.2968607131972,Ideal
short-stories-0159-160-a-small-town.wav,"A small town. I grew up in a small town. There were only about 2,000 people who lived in the town where I grew up. When a town is very small, it is also called a village. My village was surrounded by many farms and many lakes. The house where my family lived was near the middle of the town. On the streets where we lived, most of the houses were similar in size, but many of them had different shapes and different colors. Each house was surrounded by a yard where people grew their lawn and their garden. Often I would walk from my house to the downtown part of the village. Downtown is the area where the stores and shops of a town are located. Because I lived in a small town, it was a short walk to the downtown area. Along the main street there are several different kinds of stores. Some stores sold food, some stores sold clothing, and some stores sold hardware or building supplies. It was also a short walk to the schools in my town. When I went to elementary school, it would take about 10 minutes to walk to the school. Some of my friends lived on the same street where I lived. Sometimes we walked to school together. During the summer months, many people came from the big city to visit our village. The people liked to get away from the busy streets of the city. They enjoyed the quietness and the slow pace of village life. They also liked to spend their vacations near the lakes that were near the village. People from the city often said that people who live in villages seemed very friendly. When I grew up, I left my village and I went to work in a larger town. But sometimes, I like to go back and visit the place where I grew up.",114.9910625,165.92593880937486,Fast
ielts-listening-0220-cam6-test-3-part-4.wav,"Good morning, everyone. Last week we were looking at the hunter-gatherers in Ireland across the Irish Sea from England. Today we're going to move on to the period between four and six thousand years ago, known as the Neolithic period, which is when a total farming economy was introduced in Ireland. Now, there are several hypotheses about the origins of the first Neolithic settlers in Ireland, but most of these contain problems. For instance, there are considerable archaeological difficulties about the theory that they came from England. The evidence doesn't really add up. But there are even greater practical problems about the theory that they came directly from continental Europe. For one thing, it's not clear just how sufficient numbers of men and women could have been transported to Ireland to establish a viable population. As you know, the hunter-gatherer economy which existed beforehand was based on small, scattered groups. The farming economy would almost certainly have required much larger communities to do all the work needed to plant and tend sufficient crops to sustain them through the year. The early farmers kept various animals, including cattle and sheep. There's also evidence of pigs, but it is possible that these could have been descended from the native wild species. Now we know from modern farming that if the level of breeding stock falls below about 300 females, the future of the species locally is at risk. So we must assume that from the beginnings of Neolithic farming, the number of breeding sheep would have considerably exceeded 300, and the National cattle herd must have been of a similar size. The question is, how these were brought to the area and where they came from? It's usually suggested that the Neolithic settlers used skin-covered boats to transport livestock, but this method would have severely restricted the range of the colonizing fleets. The sheer volume of animal transport necessary means it's unlikely that this livestock could have been brought from anywhere further than England. What about crops? Well, two main cereal crops were introduced to Ireland during this time, wheat and barley, both in several varieties. The main evidence for their presence consists of impressions on pottery, where a cereal grain accidentally became embedded in the surface of a pot before it was fired. The grain itself was destroyed by the firing, but it left an impression on the pot which could be studied and identified by botanists. Let's turn our attention now to the farming technology available at that time. Before the cereal crops could be planted, it would have been necessary to clear the forest and to break the ground by plowing. The stone blade of a plow has been discovered during excavation in County Mayo in Western Ireland. The body of the plow would have been a wood and could have been drawn by people, but it's also likely that cattle were used. Now, the cultivation of crops and the husbandry of livestock brought about changes in people's lifestyle, such as the type of shelters they made. For one thing, instead of moving from place to place, they needed permanent dwellings. The stone axes used to chop down trees to make these dwellings were far superior to any that the Stone Age hunter gatherers used. To make the axes, sources of suitable stone had to be found and systematically exploited. These so-called axe factories were really quarries rather than factories as the manufacture of the axes wasn't regularly performed on the quarry site. However, after the axe had been chipped into shape, they needed water and sand for grinding and polishing, so a high mountain side wouldn't have been an appropriate place for this. So this final stage of the manufacture must have been carried out close to water, and sure enough, there's ample evidence of this at coastal sites. Now, it's clear that these neolithic axes were transported all over Ireland, as well as to Scotland and the south of England. It's not really surprising that axes from axe factories in England have also been found in Ireland. At the very least, this indicates that there was a link between the two islands during that period. One of the most useful innovations of the colonizers was pottery making, which was quite unknown to Irish hunter gatherers. The pottery was probably made by shaping clay into a ball with the hand, and then hollowing it until the walls were the right thickness. After firing, the outside was often polished. This would have helped the pots to retain water as they weren't glazed. Now, we know that the clay used usually came from local sources, which suggests that manufacture was on a fairly small scale, even though thousands of fragments are usually found at neolithic sites. In the course of time, decoration began to appear. At first, this looked like a series of stitches and was just around the tops of the pots. This could have been an imitation of earlier vessels, which were made of leather, sewn onto wood. Then eventually, pots with decoration all over.",337.7701875,150.45732832771097,Fast
toeic-0559-short-talk-279.wav,"In local news, temporary street closures are planned in certain Nashville neighbourhoods throughout the upcoming week, as Music City Public Works undertakes essential road maintenance projects. The department aims to minimize disruption to residents and businesses. As such, work in residential areas is scheduled between 9am and 3pm, while maintenance in commercial districts will take place overnight from 11pm to 4am. Nashville residents and business owners are encouraged to visit the Music City Public Works website for a comprehensive list of planned closures. Should you encounter any issues outside the specified schedule, please contact the department's help desk at 5556782.",44.1991875,135.74910172274093,Ideal
toeic-0373-short-talk-183.wav,"Good morning, Miss Taylor. This is Mark Thompson. I hope you're doing well. It's Saturday and I'm currently heading to the airport. I realize this is a bit of an unusual request, but I accidentally left a note with Mr. Adam's contact number on my desk. He's supposed to pick me up when I arrive, and I won't be able to reach him without it. Could you please go to the office and send me a text with the number? I really appreciate your help, and I know this isn't the easiest favor. I'll check my messages once I touch down in San Diego. Thank you so much.",30.9430625,209.4168927202988,Fast
